FACTORY_FIELD_OFFSETS = {
   {550052, -25.088867188, -22.562866210936, -0.60220016479492, 0.3390319943428, 100},
   {550050, -35.4882812505, -28.613861083983, -6.725599899292, 0.56053298711777, 379.99999523163},
   {550049, -31.088867188, -33.142852783202, -2.0224996948242, 0.91553300619125, 379.99999523163},
   {550049, -25.088867188, -37.745849609374, -7.8298994445801, 0.91553300619125, 200},
   {550049, -19.9882812505, -40.980865478514, -5.0453001403809, 1.2446199655533, 209.99999046326},
   {550049, -12.188476563, -43.750854492186, -9.1768003845215, 1.2446199655533, 200},
   {550050, -16.3886718755, -42.349853515624, -8.0061994934082, 1.2446199655533, 300},
   {550049, -7.5888671880002, -45.311859130858, -4.9550005340576, 1.2446199655533, 200},
   {550061, -15.288085938, -15.242858886717, -0.70159973144531, 3.3047800064087, 100},
   {550061, -15.288085938, -30.177856445311, -0.70279945373535, 1.8203699588776, 100},
   {550052, 5.5117187494998, 23.206146240236, -0.60220016479492, 3.0748300552368, 100},
   {550052, 7.0117187494998, 27.281143188478, -0.55259956359863, 4.1194100379944, 150},
   {550052, 5.1113281244998, 17.433135986329, -0.45920051574707, 1.2754800319672, 250},
   {550052, 11.811523437, 13.697143554689, -0.55259956359863, 3.0544099807739, 150},
   {550061, 15.1113281245, 15.177154541017, -0.70319999694824, 5.0813498497009, 100},
   {550061, 15.1113281245, 30.561141967775, -0.70319999694824, 6.224100112915, 100},
   {550053, 37.1113281245, 12.992126464845, 0.0022004699707026, 3.5129098892212, 100},
   {550061, -2.3886718755002, 30.704147338868, -0.70270027160645, 3.1979699134827, 100},
   {550055, 9.6113281244998, 36.467132568361, -0.70259918212891, 4.4571599960327, 100},
   {550055, 22.811523437, 21.931137084962, -0.70259918212891, 3.451849937439, 100},
   {550055, 34.5117187495, 6.6361389160169, -0.70229972839356, 1.6312999725342, 100},
   {550052, -10.288085938, -25.630859374999, -0.60220016479492, 3.2397599220276, 100},
   {550052, -11.788085938, -22.809844970702, -0.60220016479492, 1.0956300497055, 100},
   {550049, -38.188476563, -24.366851806639, -2.7029005432129, 0.55978798866272, 300},
   {550043, -32.5703125005, -16.015258789061, -0.70231117248535, 0.26153999567032, 500},
   {550043, -19.188476563, -34.562866210936, -0.70240081787109, 1.0469299554825, 500},
   {550041, -38.188476563, 0.073150634766876, -0.70240081787109, 3.1743500232697, 250},
   {550052, -10.188476563, -43.522857666014, -0.60220016479492, 3.0313799381256, 100},
   {550035, -30.3886718755, -30.436859130858, 3.2529004669189, 0, 1000},
   {550052, -9.3886718755002, -38.541870117186, -0.55259956359863, 1.1503499746323, 150},
   {550052, -23.4882812505, -18.561859130858, -0.55259956359863, 4.4191799163818, 150},
   {550052, -7.2880859380002, -34.147857666014, -0.55259956359863, 0.86367797851563, 150},
   {550052, -18.4882812505, -32.076873779296, -0.55259956359863, 2.8648800849915, 150}
}
